activo_id,timestamp,sensor_id,temperatura,vibracion,estado_operativo
EQ-001,2026-04-01T00:00:00,VIB-001,,21.25694830521058,0
EQ-001,2026-04-01T00:00:00,PRES-001,,,1
EQ-019,2026-04-01T00:15:00,TEMP-001,33.31395325774616,,1
EQ-019,2026-04-01T00:15:00,VIB-001,,1.0372728107766849,1
EQ-019,2026-04-01T00:15:00,PRES-001,,,1
EQ-029,2026-04-01T00:15:00,TEMP-001,94.75563799460508,,0
EQ-029,2026-04-01T00:15:00,VIB-001,,23.500519748017584,1
EQ-029,2026-04-01T00:15:00,PRES-001,,,1
EQ-008,2026-04-01T00:15:00,TEMP-001,75.83998176461256,,1
EQ-008,2026-04-01T00:15:00,VIB-001,,5.796080071547893,1
EQ-008,2026-04-01T00:15:00,PRES-001,,,1
EQ-030,2026-04-01T00:15:00,TEMP-001,64.8107098081369,,1
EQ-030,2026-04-01T00:15:00,VIB-001,,13.352811913646622,0
EQ-030,2026-04-01T00:15:00,PRES-001,,,1
EQ-045,2026-04-01T00:15:00,TEMP-001,,,1
EQ-045,2026-04-01T00:15:00,VIB-001,,42.07028408085178,1
EQ-045,2026-04-01T00:15:00,PRES-001,,,1
EQ-020,2026-04-01T00:15:00,TEMP-001,53.599966156628504,,1
EQ-020,2026-04-01T00:15:00,VIB-001,,9.530518547396415,1
EQ-020,2026-04-01T00:15:00,PRES-001,,,1
EQ-026,2026-04-01T00:15:00,TEMP-001,,,1
EQ-026,2026-04-01T00:15:00,VIB-001,,28.996169194170207,1
EQ-026,2026-04-01T00:15:00,PRES-001,,,0
EQ-018,2026-04-01T00:15:00,TEMP-001,84.56813465872548,,1
EQ-018,2026-04-01T00:15:00,VIB-001,,42.800648799368915,1
EQ-018,2026-04-01T00:15:00,PRES-001,,,1
EQ-033,2026-04-01T00:15:00,TEMP-001,27.168425616817853,,0
EQ-033,2026-04-01T00:15:00,VIB-001,,16.59973519656819,1
EQ-033,2026-04-01T00:15:00,PRES-001,,,0
EQ-035,2026-04-01T00:15:00,TEMP-001,20.986259859496705,,1
EQ-035,2026-04-01T00:15:00,VIB-001,,19.874166194288673,1
EQ-035,2026-04-01T00:15:00,PRES-001,,,1
EQ-032,2026-04-01T00:15:00,TEMP-001,58.28128101581281,,1
EQ-032,2026-04-01T00:15:00,VIB-001,,14.368950202102182,0
EQ-032,2026-04-01T00:15:00,PRES-001,,,1
EQ-049,2026-04-01T00:15:00,TEMP-001,17.315779951805446,,1
EQ-049,2026-04-01T00:15:00,VIB-001,,21.53433939277,1
EQ-049,2026-04-01T00:15:00,PRES-001,,,1
EQ-006,2026-04-01T00:15:00,TEMP-001,54.81338018943609,,1
EQ-006,2026-04-01T00:15:00,VIB-001,,22.978524958836548,1
EQ-006,2026-04-01T00:15:00,PRES-001,,,0
EQ-003,2026-04-01T00:15:00,TEMP-001,38.93233992990177,,1
EQ-003,2026-04-01T00:15:00,VIB-001,,15.10608352691568,1
EQ-003,2026-04-01T00:15:00,PRES-001,,,1
EQ-028,2026-04-01T00:15:00,TEMP-001,81.40300491942752,,0
EQ-028,2026-04-01T00:15:00,VIB-001,,38.915580788503895,1
EQ-028,2026-04-01T00:15:00,PRES-001,,,1
EQ-021,2026-04-01T00:15:00,TEMP-001,32.52036311424844,,1
EQ-021,2026-04-01T00:15:00,VIB-001,,38.373538724773205,1
EQ-021,2026-04-01T00:15:00,PRES-001,,,1
EQ-017,2026-04-01T00:15:00,TEMP-001,25.512944513638836,,1
EQ-017,2026-04-01T00:15:00,VIB-001,,10.039739732503811,1
EQ-017,2026-04-01T00:15:00,PRES-001,,,0
EQ-002,2026-04-01T00:15:00,TEMP-001,92.39072609334498,,1
EQ-002,2026-04-01T00:15:00,VIB-001,,23.416569442634767,1
EQ-002,2026-04-01T00:15:00,PRES-001,,,1
EQ-038,2026-04-01T00:15:00,TEMP-001,22.224230045486664,,1
EQ-038,2026-04-01T00:15:00,VIB-001,,18.42928293080195,1
EQ-038,2026-04-01T00:15:00,PRES-001,,,1
EQ-021,2026-04-01T00:30:00,TEMP-001,33.784002594506326,,1
EQ-021,2026-04-01T00:30:00,VIB-001,,47.469038420595275,1
EQ-021,2026-04-01T00:30:00,PRES-001,,,1
EQ-040,2026-04-01T00:30:00,TEMP-001,90.12424525709243,,1
EQ-040,2026-04-01T00:30:00,VIB-001,,22.234792988954172,0
EQ-040,2026-04-01T00:30:00,PRES-001,,,1
EQ-015,2026-04-01T00:30:00,TEMP-001,92.45655007491094,,1
EQ-015,2026-04-01T00:30:00,VIB-001,,10.60529077116566,1
EQ-015,2026-04-01T00:30:00,PRES-001,,,1
EQ-042,2026-04-01T00:30:00,TEMP-001,59.336623076890326,,1
EQ-042,2026-04-01T00:30:00,VIB-001,,38.718428890241,1
EQ-042,2026-04-01T00:30:00,PRES-001,,,1
EQ-005,2026-04-01T00:30:00,TEMP-001,84.31583108054409,,1
EQ-005,2026-04-01T00:30:00,VIB-001,,,1
EQ-005,2026-04-01T00:30:00,PRES-001,,,1
EQ-041,2026-04-01T00:30:00,TEMP-001,62.49328142944216,,1
EQ-041,2026-04-01T00:30:00,VIB-001,,36.36214985818676,1
EQ-041,2026-04-01T00:30:00,PRES-001,,,1
EQ-030,2026-04-01T00:30:00,TEMP-001,23.636946374338173,,0
EQ-030,2026-04-01T00:30:00,VIB-001,,16.105590987316305,1
EQ-030,2026-04-01T00:30:00,PRES-001,,,1
EQ-020,2026-04-01T00:30:00,TEMP-001,55.44408595885443,,1
EQ-020,2026-04-01T00:30:00,VIB-001,,32.73564787615711,0
EQ-020,2026-04-01T00:30:00,PRES-001,,,1
EQ-047,2026-04-01T00:30:00,TEMP-001,73.36900061076035,,1
EQ-047,2026-04-01T00:30:00,VIB-001,,47.679625880956245,1
EQ-047,2026-04-01T00:30:00,PRES-001,,,1
EQ-027,2026-04-01T00:30:00,TEMP-001,19.798478237667723,,1
EQ-027,2026-04-01T00:30:00,VIB-001,,20.54043164610791,1
EQ-027,2026-04-01T00:30:00,PRES-001,,,1
EQ-008,2026-04-01T00:30:00,TEMP-001,55.59300375744033,,1
EQ-008,2026-04-01T00:30:00,VIB-001,,17.50569971105956,1
EQ-008,2026-04-01T00:30:00,PRES-001,,,1
EQ-009,2026-04-01T00:30:00,TEMP-001,68.99813690346429,,1
EQ-009,2026-04-01T00:30:00,VIB-001,,,1
EQ-009,2026-04-01T00:30:00,PRES-001,,,1
EQ-003,2026-04-01T00:30:00,TEMP-001,20.566833699866915,,1
EQ-003,2026-04-01T00:30:00,VIB-001,,26.52413443294647,1
EQ-003,2026-04-01T00:30:00,PRES-001,,,0
EQ-038,2026-04-01T00:30:00,TEMP-001,27.44639227235907,,1
EQ-038,2026-04-01T00:30:00,VIB-001,,22.155648716516303,1
EQ-038,2026-04-01T00:30:00,PRES-001,,,1
EQ-043,2026-04-01T00:30:00,TEMP-001,62.4507400313811,,1
EQ-043,2026-04-01T00:30:00,VIB-001,,49.222282916055974,0
EQ-043,2026-04-01T00:30:00,PRES-001,,,1
EQ-032,2026-04-01T00:30:00,TEMP-001,49.45240090828824,,1
EQ-032,2026-04-01T00:30:00,VIB-001,,27.936178383735637,1
EQ-032,2026-04-01T00:30:00,PRES-001,,,1
EQ-049,2026-04-01T00:30:00,TEMP-001,49.342742904066846,,1
EQ-049,2026-04-01T00:30:00,VIB-001,,20.251615353247725,0
EQ-049,2026-04-01T00:30:00,PRES-001,,,1
EQ-007,2026-04-01T00:30:00,TEMP-001,49.854122155232005,,0
EQ-007,2026-04-01T00:30:00,VIB-001,,37.29024132323014,1
EQ-007,2026-04-01T00:30:00,PRES-001,,,1
EQ-010,2026-04-01T00:45:00,TEMP-001,52.513686682109864,,1
EQ-010,2026-04-01T00:45:00,VIB-001,,17.597111131003828,1
EQ-010,2026-04-01T00:45:00,PRES-001,,,1
EQ-016,2026-04-01T00:45:00,TEMP-001,62.52638549033869,,0
EQ-016,2026-04-01T00:45:00,VIB-001,,36.946052274062026,1
EQ-016,2026-04-01T00:45:00,PRES-001,,,1
EQ-007,2026-04-01T00:45:00,TEMP-001,79.87734490580965,,1
EQ-007,2026-04-01T00:45:00,VIB-001,,,0
EQ-007,2026-04-01T00:45:00,PRES-001,,,1
EQ-050,2026-04-01T00:45:00,TEMP-001,76.95718308589883,,1
EQ-050,2026-04-01T00:45:00,VIB-001,,16.73246736299688,1
EQ-050,2026-04-01T00:45:00,PRES-001,,,1
EQ-017,2026-04-01T00:45:00,TEMP-001,21.520158995830716,,1
EQ-017,2026-04-01T00:45:00,VIB-001,,32.80273590180276,1
EQ-017,2026-04-01T00:45:00,PRES-001,,,1
EQ-013,2026-04-01T00:45:00,TEMP-001,71.22646977243362,,0
EQ-013,2026-04-01T00:45:00,VIB-001,,4.672648253301087,1
EQ-013,2026-04-01T00:45:00,PRES-001,,,1
EQ-012,2026-04-01T00:45:00,TEMP-001,94.99812968824229,,1
EQ-012,2026-04-01T00:45:00,VIB-001,,25.384485636232313,1
EQ-012,2026-04-01T00:45:00,PRES-001,,,1
EQ-039,2026-04-01T00:45:00,TEMP-001,29.46767737349573,,0
EQ-039,2026-04-01T00:45:00,VIB-001,,36.05914989027135,1
EQ-039,2026-04-01T00:45:00,PRES-001,,,1
EQ-047,2026-04-01T00:45:00,TEMP-001,34.13347977964156,,0
EQ-047,2026-04-01T00:45:00,VIB-001,,9.700808811128493,1
EQ-047,2026-04-01T00:45:00,PRES-001,,,1
EQ-005,2026-04-01T00:45:00,TEMP-001,30.975818515574467,,1
EQ-005,2026-04-01T00:45:00,VIB-001,,24.02953277309125,1
EQ-005,2026-04-01T00:45:00,PRES-001,,,1
EQ-044,2026-04-01T00:45:00,TEMP-001,56.068219034283544,,0
EQ-044,2026-04-01T00:45:00,VIB-001,,40.83516279277502,1
EQ-044,2026-04-01T00:45:00,PRES-001,,,1
EQ-032,2026-04-01T00:45:00,TEMP-001,40.4947900359785,,1
EQ-032,2026-04-01T00:45:00,VIB-001,,,1
EQ-032,2026-04-01T00:45:00,PRES-001,,,0
EQ-030,2026-04-01T00:45:00,TEMP-001,16.52031079287763,,0
EQ-030,2026-04-01T00:45:00,VIB-001,,30.444004955802672,1
EQ-030,2026-04-01T00:45:00,PRES-001,,,1
EQ-037,2026-04-01T00:45:00,TEMP-001,81.93501764842682,,1
EQ-037,2026-04-01T00:45:00,VIB-001,,28.75237287653168,1
EQ-037,2026-04-01T00:45:00,PRES-001,,,1
EQ-029,2026-04-01T00:45:00,TEMP-001,43.848300616550034,,1
EQ-029,2026-04-01T00:45:00,VIB-001,,,1
EQ-029,2026-04-01T00:45:00,PRES-001,,,1
EQ-021,2026-04-01T00:45:00,TEMP-001,34.29007395085157,,1
EQ-021,2026-04-01T00:45:00,VIB-001,,37.83394632209786,1
EQ-021,2026-04-01T00:45:00,PRES-001,,,1
EQ-035,2026-04-01T00:45:00,TEMP-001,29.582239873109863,,0
EQ-035,2026-04-01T00:45:00,VIB-001,,1.8491895099887856,0
EQ-035,2026-04-01T00:45:00,PRES-001,,,1
EQ-042,2026-04-01T00:45:00,TEMP-001,17.929661722952666,,0
EQ-042,2026-04-01T00:45:00,VIB-001,,2.390201712324569,1
EQ-042,2026-04-01T00:45:00,PRES-001,,,1
EQ-036,2026-04-01T00:45:00,TEMP-001,29.9453774071951,,1
EQ-036,2026-04-01T00:45:00,VIB-001,,13.33603479010913,1
EQ-036,2026-04-01T00:45:00,PRES-001,,,1
EQ-003,2026-04-01T00:45:00,TEMP-001,38.651195947227386,,1
EQ-003,2026-04-01T00:45:00,VIB-001,,22.1954190550547,0
EQ-003,2026-04-01T00:45:00,PRES-001,,,1
EQ-041,2026-04-01T01:00:00,TEMP-001,50.993805497183516,,1
EQ-041,2026-04-01T01:00:00,VIB-001,,6.8847553914263395,1
EQ-041,2026-04-01T01:00:00,PRES-001,,,0
EQ-026,2026-04-01T01:00:00,TEMP-001,24.420879639254018,,1
EQ-026,2026-04-01T01:00:00,VIB-001,,30.59385913818213,1
EQ-026,2026-04-01T01:00:00,PRES-001,,,0
EQ-024,2026-04-01T01:00:00,TEMP-001,79.84105746861056,,1
EQ-024,2026-04-01T01:00:00,VIB-001,,35.477024340979405,1
EQ-024,2026-04-01T01:00:00,PRES-001,,,1
EQ-033,2026-04-01T01:00:00,TEMP-001,32.93932921967652,,1
EQ-033,2026-04-01T01:00:00,VIB-001,,24.701096872346113,1
EQ-033,2026-04-01T01:00:00,PRES-001,,,1
EQ-044,2026-04-01T01:00:00,TEMP-001,72.35468788079599,,1
EQ-044,2026-04-01T01:00:00,VIB-001,,28.745025423821325,1
EQ-044,2026-04-01T01:00:00,PRES-001,,,1
EQ-011,2026-04-01T01:00:00,TEMP-001,62.022879232146224,,1
EQ-011,2026-04-01T01:00:00,VIB-001,,43.41058137096943,1
EQ-011,2026-04-01T01:00:00,PRES-001,,,1
EQ-002,2026-04-01T01:00:00,TEMP-001,37.723864821156084,,0
EQ-002,2026-04-01T01:00:00,VIB-001,,13.722551660675663,1
EQ-002,2026-04-01T01:00:00,PRES-001,,,1
EQ-010,2026-04-01T01:00:00,TEMP-001,87.16007149525815,,1
EQ-010,2026-04-01T01:00:00,VIB-001,,43.18905958100166,1
EQ-010,2026-04-01T01:00:00,PRES-001,,,1
EQ-039,2026-04-01T01:00:00,TEMP-001,86.11975051591635,,1
EQ-039,2026-04-01T01:00:00,VIB-001,,12.243895532447151,1
EQ-039,2026-04-01T01:00:00,PRES-001,,,1
EQ-029,2026-04-01T01:00:00,TEMP-001,26.493495293010767,,0
EQ-029,2026-04-01T01:00:00,VIB-001,,17.26852803504993,1
EQ-029,2026-04-01T01:00:00,PRES-001,,,1
EQ-003,2026-04-01T01:00:00,TEMP-001,19.04842334402322,,1
EQ-003,2026-04-01T01:00:00,VIB-001,,48.13429261196684,0
EQ-003,2026-04-01T01:00:00,PRES-001,,,1
EQ-009,2026-04-01T01:00:00,TEMP-001,85.32605308803349,,1
EQ-009,2026-04-01T01:00:00,VIB-001,,22.861532109486543,1
EQ-009,2026-04-01T01:00:00,PRES-001,,,1
EQ-005,2026-04-01T01:00:00,TEMP-001,15.654192475779274,,1
EQ-005,2026-04-01T01:00:00,VIB-001,,18.28888198877005,1
EQ-005,2026-04-01T01:00:00,PRES-001,,,1
EQ-016,2026-04-01T01:00:00,TEMP-001,58.98856716139356,,1
EQ-016,2026-04-01T01:00:00,VIB-001,,6.433169534460759,0
EQ-016,2026-04-01T01:00:00,PRES-001,,,1
EQ-048,2026-04-01T01:00:00,TEMP-001,18.22039249259433,,1
EQ-048,2026-04-01T01:00:00,VIB-001,,25.96663551665416,1
EQ-048,2026-04-01T01:00:00,PRES-001,,,1
EQ-036,2026-04-01T01:00:00,TEMP-001,62.49797245047894,,1
EQ-036,2026-04-01T01:00:00,VIB-001,,28.14621303222722,1
EQ-036,2026-04-01T01:00:00,PRES-001,,,0
EQ-025,2026-04-01T01:00:00,TEMP-001,65.34083844819494,,1
EQ-025,2026-04-01T01:00:00,VIB-001,,48.602843201220786,1
EQ-025,2026-04-01T01:00:00,PRES-001,,,1
EQ-040,2026-04-01T01:00:00,TEMP-001,80.73290329022818,,1
EQ-040,2026-04-01T01:00:00,VIB-001,,9.539216391346367,1
EQ-040,2026-04-01T01:00:00,PRES-001,,,1
EQ-043,2026-04-01T01:00:00,TEMP-001,73.19216791527347,,1
EQ-043,2026-04-01T01:00:00,VIB-001,,49.906143420274105,0
EQ-043,2026-04-01T01:00:00,PRES-001,,,0
EQ-022,2026-04-01T01:00:00,TEMP-001,69.45967116553133,,1
EQ-022,2026-04-01T01:00:00,VIB-001,,47.86686980967191,0
EQ-022,2026-04-01T01:00:00,PRES-001,,,1
EQ-023,2026-04-01T01:15:00,TEMP-001,88.92077055119044,,1
EQ-023,2026-04-01T01:15:00,VIB-001,,41.39758517540169,1
EQ-023,2026-04-01T01:15:00,PRES-001,,,0
EQ-036,2026-04-01T01:15:00,TEMP-001,33.053731702533106,,1
EQ-036,2026-04-01T01:15:00,VIB-001,,23.620195351744034,0
EQ-036,2026-04-01T01:15:00,PRES-001,,,1
EQ-047,2026-04-01T01:15:00,TEMP-001,67.04309534994124,,1
EQ-047,2026-04-01T01:15:00,VIB-001,,2.9581293120745364,1
EQ-047,2026-04-01T01:15:00,PRES-001,,,1
EQ-018,2026-04-01T01:15:00,TEMP-001,82.00839112746041,,1
EQ-018,2026-04-01T01:15:00,VIB-001,,39.3980314937919,0
EQ-018,2026-04-01T01:15:00,PRES-001,,,0
EQ-019,2026-04-01T01:15:00,TEMP-001,41.80336909566024,,1
EQ-019,2026-04-01T01:15:00,VIB-001,,44.462998188495824,1
EQ-019,2026-04-01T01:15:00,PRES-001,,,1
EQ-008,2026-04-01T01:15:00,TEMP-001,16.12673564947718,,1
EQ-008,2026-04-01T01:15:00,VIB-001,,9.658064386060428,1
EQ-008,2026-04-01T01:15:00,PRES-001,,,0
EQ-037,2026-04-01T01:15:00,TEMP-001,53.196327879191436,,1
EQ-037,2026-04-01T01:15:00,VIB-001,,22.336776090322672,1
EQ-037,2026-04-01T01:15:00,PRES-001,,,1
EQ-035,2026-04-01T01:15:00,TEMP-001,52.23159927535435,,0
EQ-035,2026-04-01T01:15:00,VIB-001,,44.39007070048043,1
EQ-035,2026-04-01T01:15:00,PRES-001,,,1
EQ-025,2026-04-01T01:15:00,TEMP-001,51.398293821653624,,1
EQ-025,2026-04-01T01:15:00,VIB-001,,45.63984441415521,1
EQ-025,2026-04-01T01:15:00,PRES-001,,,1
EQ-026,2026-04-01T01:15:00,TEMP-001,57.25384992585547,,1
EQ-026,2026-04-01T01:15:00,VIB-001,,41.43870269792126,1
EQ-026,2026-04-01T01:15:00,PRES-001,,,1
EQ-050,2026-04-01T01:15:00,TEMP-001,54.10623734649518,,1
EQ-050,2026-04-01T01:15:00,VIB-001,,6.59721699105495,1
EQ-050,2026-04-01T01:15:00,PRES-001,,,1
EQ-010,2026-04-01T01:15:00,TEMP-001,32.43210469383673,,1
EQ-010,2026-04-01T01:15:00,VIB-001,,27.058175203995276,0
EQ-010,2026-04-01T01:15:00,PRES-001,,,1
EQ-046,2026-04-01T01:15:00,TEMP-001,73.34315994136381,,0
EQ-046,2026-04-01T01:15:00,VIB-001,,22.42685663313429,1
EQ-046,2026-04-01T01:15:00,PRES-001,,,1
EQ-003,2026-04-01T01:15:00,TEMP-001,94.42774208620696,,0
EQ-003,2026-04-01T01:15:00,VIB-001,,41.741080583435775,1
EQ-003,2026-04-01T01:15:00,PRES-001,,,1
EQ-038,2026-04-01T01:15:00,TEMP-001,27.409709856301383,,1
EQ-038,2026-04-01T01:15:00,VIB-001,,1.6108657454990516,0
EQ-038,2026-04-01T01:15:00,PRES-001,,,1
EQ-006,2026-04-01T01:15:00,TEMP-001,68.76189094977752,,1
EQ-006,2026-04-01T01:15:00,VIB-001,,21.94814057437303,1
EQ-006,2026-04-01T01:15:00,PRES-001,,,1
EQ-040,2026-04-01T01:15:00,TEMP-001,61.19798517103056,,1
EQ-040,2026-04-01T01:15:00,VIB-001,,43.81291610869036,1
EQ-040,2026-04-01T01:15:00,PRES-001,,,1
EQ-028,2026-04-01T01:30:00,TEMP-001,83.60329908584166,,1
EQ-028,2026-04-01T01:30:00,VIB-001,,20.63387444905422,1
EQ-028,2026-04-01T01:30:00,PRES-001,,,1
EQ-036,2026-04-01T01:30:00,TEMP-001,57.85084290777725,,1
EQ-036,2026-04-01T01:30:00,VIB-001,,,1
EQ-036,2026-04-01T01:30:00,PRES-001,,,0
EQ-032,2026-04-01T01:30:00,TEMP-001,39.25504205049261,,1
EQ-032,2026-04-01T01:30:00,VIB-001,,37.0737601508633,0
EQ-032,2026-04-01T01:30:00,PRES-001,,,1
EQ-004,2026-04-01T01:30:00,TEMP-001,37.64473580161437,,1
EQ-004,2026-04-01T01:30:00,VIB-001,,17.98223089904209,1
EQ-004,2026-04-01T01:30:00,PRES-001,,,1
EQ-023,2026-04-01T01:30:00,TEMP-001,18.65723583848758,,1
EQ-023,2026-04-01T01:30:00,VIB-001,,27.665578177108706,1
EQ-023,2026-04-01T01:30:00,PRES-001,,,1
EQ-042,2026-04-01T01:30:00,TEMP-001,90.47716360381044,,1
EQ-042,2026-04-01T01:30:00,VIB-001,,36.17789731982889,1
EQ-042,2026-04-01T01:30:00,PRES-001,,,0
EQ-043,2026-04-01T01:30:00,TEMP-001,94.22588327038851,,1
EQ-043,2026-04-01T01:30:00,VIB-001,,3.716520572151283,1
EQ-043,2026-04-01T01:30:00,PRES-001,,,1
EQ-025,2026-04-01T01:30:00,TEMP-001,51.480772717714714,,0
EQ-025,2026-04-01T01:30:00,VIB-001,,45.63757273674165,1
EQ-025,2026-04-01T01:30:00,PRES-001,,,1
EQ-034,2026-04-01T01:30:00,TEMP-001,55.17728257963491,,0
EQ-034,2026-04-01T01:30:00,VIB-001,,8.963342050841606,1
EQ-034,2026-04-01T01:30:00,PRES-001,,,1
EQ-021,2026-04-01T01:30:00,TEMP-001,91.74382353188241,,1
EQ-021,2026-04-01T01:30:00,VIB-001,,14.998732016996152,0
EQ-021,2026-04-01T01:30:00,PRES-001,,,1
EQ-027,2026-04-01T01:30:00,TEMP-001,65.9398460444511,,1
EQ-027,2026-04-01T01:30:00,VIB-001,,32.245362097165106,0
EQ-027,2026-04-01T01:30:00,PRES-001,,,1
EQ-040,2026-04-01T01:30:00,TEMP-001,60.342731759250334,,1
EQ-040,2026-04-01T01:30:00,VIB-001,,14.01865068797456,1
EQ-040,2026-04-01T01:30:00,PRES-001,,,1
EQ-010,2026-04-01T01:30:00,TEMP-001,80.67219102281095,,1
EQ-010,2026-04-01T01:30:00,VIB-001,,28.334795994553918,1
EQ-010,2026-04-01T01:30:00,PRES-001,,,1
EQ-020,2026-04-01T01:30:00,TEMP-001,74.6365249003907,,1
EQ-020,2026-04-01T01:30:00,VIB-001,,3.8009123282852553,1
EQ-020,2026-04-01T01:30:00,PRES-001,,,1
EQ-044,2026-04-01T01:30:00,TEMP-001,33.25107118833732,,1
EQ-044,2026-04-01T01:30:00,VIB-001,,29.29375606055256,1
EQ-044,2026-04-01T01:30:00,PRES-001,,,1
EQ-012,2026-04-01T01:30:00,TEMP-001,27.342151248249582,,1
EQ-012,2026-04-01T01:30:00,VIB-001,,47.14801136712262,1
EQ-012,2026-04-01T01:30:00,PRES-001,,,1
EQ-031,2026-04-01T01:30:00,TEMP-001,22.169507356830998,,1
EQ-031,2026-04-01T01:30:00,VIB-001,,,1
EQ-031,2026-04-01T01:30:00,PRES-001,,,1
EQ-016,2026-04-01T01:30:00,TEMP-001,69.82527934356452,,1
EQ-016,2026-04-01T01:30:00,VIB-001,,7.296741032327391,1
EQ-016,2026-04-01T01:30:00,PRES-001,,,1
EQ-015,2026-04-01T01:30:00,TEMP-001,64.3335033628632,,1
EQ-015,2026-04-01T01:30:00,VIB-001,,19.78459892132029,0
EQ-015,2026-04-01T01:30:00,PRES-001,,,1
EQ-038,2026-04-01T01:30:00,TEMP-001,39.03482277432987,,1
EQ-038,2026-04-01T01:30:00,VIB-001,,8.881863565957032,1
EQ-038,2026-04-01T01:30:00,PRES-001,,,1
EQ-024,2026-04-01T01:45:00,TEMP-001,26.13432981570723,,1
EQ-024,2026-04-01T01:45:00,VIB-001,,21.156397755845173,1
EQ-024,2026-04-01T01:45:00,PRES-001,,,1
EQ-008,2026-04-01T01:45:00,TEMP-001,17.94121312542016,,1
EQ-008,2026-04-01T01:45:00,VIB-001,,29.690997167743877,1
EQ-008,2026-04-01T01:45:00,PRES-001,,,1
EQ-037,2026-04-01T01:45:00,TEMP-001,66.73948848224742,,1
EQ-037,2026-04-01T01:45:00,VIB-001,,5.297227580304359,1
EQ-037,2026-04-01T01:45:00,PRES-001,,,1
EQ-013,2026-04-01T01:45:00,TEMP-001,69.3644390038192,,0
EQ-013,2026-04-01T01:45:00,VIB-001,,24.13855422457656,1
EQ-013,2026-04-01T01:45:00,PRES-001,,,1
EQ-038,2026-04-01T01:45:00,TEMP-001,56.68918638403773,,1
EQ-038,2026-04-01T01:45:00,VIB-001,,22.622359662841806,1
EQ-038,2026-04-01T01:45:00,PRES-001,,,0
EQ-035,2026-04-01T01:45:00,TEMP-001,74.23915877575453,,1
EQ-035,2026-04-01T01:45:00,VIB-001,,21.318469181084115,1
EQ-035,2026-04-01T01:45:00,PRES-001,,,0
EQ-012,2026-04-01T01:45:00,TEMP-001,50.966000909926386,,1
EQ-012,2026-04-01T01:45:00,VIB-001,,13.91724152577128,1
EQ-012,2026-04-01T01:45:00,PRES-001,,,1
EQ-036,2026-04-01T01:45:00,TEMP-001,68.65611425795349,,1
EQ-036,2026-04-01T01:45:00,VIB-001,,19.431963045637463,1
EQ-036,2026-04-01T01:45:00,PRES-001,,,0
EQ-002,2026-04-01T01:45:00,TEMP-001,62.2134691981983,,1
EQ-002,2026-04-01T01:45:00,VIB-001,,5.847445198537598,1
EQ-002,2026-04-01T01:45:00,PRES-001,,,1
EQ-030,2026-04-01T01:45:00,TEMP-001,88.53287973717455,,1
EQ-030,2026-04-01T01:45:00,VIB-001,,14.441738702467283,1
EQ-030,2026-04-01T01:45:00,PRES-001,,,1
EQ-014,2026-04-01T01:45:00,TEMP-001,59.92656618680836,,1
EQ-014,2026-04-01T01:45:00,VIB-001,,35.50711864228986,1
EQ-014,2026-04-01T01:45:00,PRES-001,,,1
EQ-029,2026-04-01T01:45:00,TEMP-001,77.45921579439722,,1
EQ-029,2026-04-01T01:45:00,VIB-001,,25.540299010727924,1
EQ-029,2026-04-01T01:45:00,PRES-001,,,1
